time,open,high,low,close,volume,1LRF,.75LRF,.5LRF,.25LRF
1604116800000,382.92,382.90508072,383.22,382.90508072,43.53807594,0.38292000000000004,2.8719,1.9146,0.9573
1604117100000,382.90508072,382.89,382.90508072,382.17,3.78053718,0.38290508072,2.8717881054,1.9145254036000001,0.9572627018000001
1604117400000,382.9,383.32,383.37,382.9,14.14836629,0.38289999999999996,2.8717499999999996,1.9144999999999999,0.9572499999999999
1604117700000,383.29043808,383.22,383.29043808,382.96,142.44990388,0.38329043808,2.8746782856,1.9164521904,0.9582260952
1604118000000,383.22,382.81,383.22,382.63,173.9215366,0.38322000000000006,2.87415,1.9161000000000001,0.9580500000000001
1604118300000,382.77,383.41,383.41,382.75,9.97232822,0.38277,2.8707749999999996,1.91385,0.956925
1604118600000,383.43056803,382.94,383.53,382.55,12.10645998,0.38343056803000003,2.875729260225,1.9171528401500002,0.9585764200750001
1604118900000,383.06,382.75327328,383.06,382.75327328,1.80103634,0.38306,2.87295,1.9153,0.95765
1604119200000,383.2,382.75,383.29,382.75,10.8514225,0.3832,2.8739999999999997,1.916,0.958
1604119500000,382.75,382.51,382.75,382.51,0.15000000000000002,0.38275000000000003,2.870625,1.91375,0.956875
1604119800000,382.5042112,383.1,383.11,382.5,60.7263536,0.3825042112,2.8687815839999997,1.9125210559999999,0.9562605279999999
1604120100000,383.1,383.36,383.58237547,383.1,5.53999062,0.38310000000000005,2.87325,1.9155000000000002,0.9577500000000001
1604120400000,383.5,383.47,384.1,383.47,1165.52212955,0.3835,2.8762499999999998,1.9175,0.95875
1604120700000,383.49,383.09,383.58,383.02,12.19126693,0.38349,2.876175,1.91745,0.958725
1604121000000,383.0,382.81,383.0,382.51,158.79542374,0.383,2.8725,1.915,0.9575
1604121300000,382.77,382.82,382.95,382.76,7.76513,0.38277,2.8707749999999996,1.91385,0.956925
1604121600000,382.62,382.95,382.95,382.6,2.31836426,0.38262,2.86965,1.9131,0.95655
1604121900000,383.0,383.3,383.3,383.0,102.46884,0.383,2.8725,1.915,0.9575
1604122200000,383.24,383.2,383.24,383.2,0.057555499999999996,0.38324,2.8743,1.9162000000000001,0.9581000000000001
1604122500000,383.09,382.87,383.09,382.6,102.47241664,0.38309,2.873175,1.9154499999999999,0.9577249999999999
1604122800000,382.87,382.86,383.25540559,382.46,21.24787344,0.38287,2.871525,1.91435,0.957175
1604123100000,382.84,382.91,383.09,382.48469088,13.57303625,0.38283999999999996,2.8712999999999997,1.9142,0.9571
1604123400000,382.79,382.733536,382.79,382.66,5.1,0.38279,2.870925,1.91395,0.956975
1604123700000,382.73,382.52,382.73,382.52,2.92827955,0.38273,2.870475,1.91365,0.956825
1604124000000,382.51,381.74,382.65,381.68,116.20012351,0.38251,2.8688249999999997,1.91255,0.956275
1604124300000,381.66,382.35,382.36,381.25,44.86706108,0.38166000000000005,2.86245,1.9083,0.95415
1604124600000,381.98,383.05,383.05,381.98,81.09601046,0.38198000000000004,2.86485,1.9099000000000002,0.9549500000000001
1604124900000,383.04521067,383.45,383.45,383.04521067,26.1392561,0.38304521067,2.872839080025,1.91522605335,0.957613026675
1604125200000,383.44224552,383.44224552,383.45,383.38,31.21691951,0.38344224552,2.8758168414,1.9172112276,0.9586056138
1604125500000,383.43,383.98,383.98,383.22,23.59768409,0.38343,2.875725,1.9171500000000001,0.9585750000000001
1604125800000,383.99,384.86,385.33399981,383.99,43.08736426,0.38399,2.879925,1.91995,0.959975
1604126100000,384.8318675,384.93696496,385.24,384.38,51.86133819,0.3848318675,2.88623900625,1.9241593375,0.96207966875
1604126400000,384.81,384.64,384.81,384.59,8.43955723,0.38481,2.886075,1.92405,0.962025
1604126700000,384.74,384.2050368,385.33,384.2050368,6.56778616,0.38474,2.88555,1.9237000000000002,0.9618500000000001
1604127000000,384.32,384.66,384.73,384.32,13.3061079,0.38432,2.8823999999999996,1.9216,0.9608
1604127300000,384.8,384.75,384.91,384.75,6.68332893,0.38480000000000003,2.886,1.9240000000000002,0.9620000000000001
1604127600000,384.92,384.57,385.02,384.56,32.38720546,0.38492000000000004,2.8869,1.9246,0.9623
1604127900000,384.57,384.80851251,384.83,384.31,30.99099052,0.38457,2.8842749999999997,1.92285,0.961425
1604128200000,384.8,384.86,384.86,384.62,21.91769282,0.38480000000000003,2.886,1.9240000000000002,0.9620000000000001
1604128500000,384.8,384.0425984,384.80701439999996,384.0425984,114.56827284,0.38480000000000003,2.886,1.9240000000000002,0.9620000000000001
1604128800000,384.1,384.76,384.81,384.1,11.14028229,0.38410000000000005,2.88075,1.9205,0.96025
1604129100000,384.3063802,384.0,384.56,383.87,75.17795228,0.38430638019999996,2.8822978514999997,1.921531901,0.9607659505
1604129400000,383.78,384.0808192,384.0808192,383.76921539999995,6.05823278,0.38377999999999995,2.8783499999999997,1.9188999999999998,0.9594499999999999
1604129700000,383.95,383.43056803,383.95,383.41,4.3317939800000005,0.38395,2.879625,1.91975,0.959875
1604130000000,383.57069797,383.91,383.91,383.57069797,10.40941363,0.38357069797000004,2.876780234775,1.9178534898500001,0.9589267449250001
1604130300000,383.9183808,383.7463872,384.0999296,383.7463872,20.6381635,0.3839183808,2.879387856,1.9195919040000002,0.9597959520000001
1604130600000,383.72,383.89766785,383.89766785,383.71,10.87630262,0.38372000000000006,2.8779,1.9186,0.9593
1604130900000,383.9,384.34,384.46,383.9,7.81127134,0.38389999999999996,2.87925,1.9195,0.95975
1604131200000,384.01,384.5968,384.87,384.01,29.85189258,0.38401,2.8800749999999997,1.92005,0.960025
1604131500000,384.49,385.5,385.5,384.29,45.09035251,0.38449,2.8836749999999998,1.92245,0.961225
1604131800000,385.53,385.64,386.0,385.53,38.15287497,0.38553,2.891475,1.9276499999999999,0.9638249999999999
1604132100000,385.59,386.0,386.22,385.3,209.11306459,0.38559,2.8919249999999996,1.9279499999999998,0.9639749999999999
1604132400000,386.0,385.49,386.0,385.03,792.12047624,0.386,2.895,1.93,0.965
1604132700000,385.67,387.24,387.24,385.60258221,268.84461872,0.38567,2.892525,1.9283500000000002,0.9641750000000001
1604133000000,387.23,388.13,388.95,386.74672000000004,1912.82336758,0.38723,2.904225,1.93615,0.968075
1604133300000,388.25,387.27,388.25,387.27,125.5770112,0.38825,2.9118749999999998,1.9412500000000001,0.9706250000000001
1604133600000,387.3,387.97,388.09,387.3,44.95771953,0.38730000000000003,2.90475,1.9365,0.96825
1604133900000,387.95,387.78,387.95,387.24,488.68048342,0.38795,2.9096249999999997,1.93975,0.969875
1604134200000,387.77,387.56,387.78,387.24,38.32322099,0.38777,2.9082749999999997,1.93885,0.969425
1604134500000,387.64,387.31,387.84,387.31,21.67115091,0.38764,2.9072999999999998,1.9382,0.9691
1604134800000,387.31,388.05,388.19,387.31,44.70155408,0.38731,2.9048249999999998,1.93655,0.968275
1604135100000,388.2,387.8,388.6,387.8,194.37985569,0.3882,2.9114999999999998,1.941,0.9705
1604135400000,387.8,388.14827625,388.15,387.79795138,69.50739094000001,0.38780000000000003,2.9085,1.939,0.9695
1604135700000,388.15,388.58,389.0,388.15,515.57271084,0.38815,2.9111249999999997,1.94075,0.970375
1604136000000,388.66,388.59,388.97,388.34243839999993,108.16935104,0.38866,2.91495,1.9433000000000002,0.9716500000000001
1604136300000,388.33,388.18,388.4,388.07,146.525492,0.38833,2.9124749999999997,1.9416499999999999,0.9708249999999999
1604136600000,388.2,389.9,390.3968064,388.16,1244.05175129,0.3882,2.9114999999999998,1.941,0.9705
1604136900000,389.89990059,389.6,390.02415360000003,389.53789822,286.79244857,0.38989990059,2.924249254425,1.9494995029500002,0.9747497514750001
1604137200000,389.55,389.55,389.72473815,389.47,74.56636355,0.38955,2.921625,1.94775,0.973875
1604137500000,389.49,388.87228098,389.96,388.58,248.43107825,0.38949,2.921175,1.9474500000000001,0.9737250000000001
1604137800000,388.95,389.44,389.71,388.68,189.13362485,0.38895,2.917125,1.94475,0.972375
1604138100000,389.36273579,390.26,391.08,388.59,2058.65636223,0.38936273578999997,2.920220518425,1.94681367895,0.973406839475
1604138400000,390.27,392.48062712,393.36811678,390.27,2271.73073071,0.39027,2.9270249999999995,1.95135,0.975675
1604138700000,392.55069209,390.82,394.28,390.66,3848.02083535,0.39255069209,2.9441301906749997,1.9627534604499999,0.9813767302249999
1604139000000,390.8,390.06,390.8,388.32343868,1498.0538244000002,0.39080000000000004,2.931,1.9540000000000002,0.9770000000000001
1604139300000,390.07,390.02,390.65,390.02,141.97566139,0.39007000000000003,2.925525,1.95035,0.975175
1604139600000,389.97,386.81,390.02,386.05,4499.26739446,0.38997000000000004,2.924775,1.94985,0.974925
1604139900000,386.71,387.51,387.9,386.17,695.89329297,0.38671,2.9003249999999996,1.9335499999999999,0.9667749999999999
1604140200000,387.56,388.03,388.45,387.28414157,274.81314325,0.38756,2.9067,1.9378,0.9689
1604140500000,388.18,388.47,389.00073343,388.18,38.61602121,0.38818,2.91135,1.9409,0.97045
1604140800000,388.76286719999996,389.21202457,389.21202457,388.18,62.67183022,0.3887628672,2.9157215039999995,1.9438143359999998,0.9719071679999999
1604141100000,389.25,388.18,389.45,387.68,162.83276137,0.38925,2.919375,1.94625,0.973125
1604141400000,388.51,389.33,389.71,388.43,22.68117398,0.38851,2.9138249999999997,1.94255,0.971275
1604141700000,389.34,389.13,389.65,388.7,67.22817796,0.38933999999999996,2.92005,1.9466999999999999,0.9733499999999999
1604142000000,389.29,388.86060348,390.12,388.86060348,59.28111904,0.38929,2.9196750000000002,1.9464500000000002,0.9732250000000001
1604142300000,389.11,389.66635068,389.66635068,388.54,117.124252,0.38911,2.918325,1.9455500000000001,0.9727750000000001
1604142600000,389.5750592,389.66,389.66105600000003,389.35,27.59777274,0.3895750592,2.921812944,1.947875296,0.973937648
1604142900000,389.62,389.9,390.1,389.58,4.02528803,0.38962,2.92215,1.9481000000000002,0.9740500000000001
1604143200000,389.86,389.61,390.02,389.49,94.52725271,0.38986000000000004,2.92395,1.9493,0.97465
1604143500000,389.29,389.04,389.47,388.38182616,75.49359982,0.38929,2.9196750000000002,1.9464500000000002,0.9732250000000001
1604143800000,389.13,388.08988877,389.13,388.05,64.23704910000001,0.38913,2.918475,1.94565,0.972825
1604144100000,388.18,389.14,389.14,388.18,7.16858113,0.38818,2.91135,1.9409,0.97045
1604144400000,389.43,389.13,389.45,388.86,44.72567618,0.38943,2.920725,1.9471500000000002,0.9735750000000001
1604144700000,389.31,390.02,390.11,389.28099332,27.88772498,0.38931,2.919825,1.94655,0.973275
1604145000000,389.95,390.5,390.66,389.95,30.13623052,0.38995,2.924625,1.94975,0.974875
1604145300000,390.58,390.42,390.58,390.0,27.49457978,0.39058,2.92935,1.9528999999999999,0.9764499999999999
1604145600000,390.42,390.89,390.89,390.01,107.43012643,0.39042000000000004,2.92815,1.9521000000000002,0.9760500000000001
1604145900000,390.9,392.76,392.76,390.9,207.28463936,0.39089999999999997,2.9317499999999996,1.9545,0.97725
1604146200000,392.75,392.58572458,393.0,392.16,33.3563977,0.39275,2.9456249999999997,1.96375,0.981875
1604146500000,392.58572458,391.75,393.02,391.25,143.54393011,0.39258572457999996,2.9443929343499997,1.9629286229,0.98146431145
1604146800000,391.73,390.44,391.73,390.14,141.26624408,0.39173,2.9379750000000002,1.9586500000000002,0.9793250000000001
1604147100000,390.45,391.13,391.24,390.45,15.05267084,0.39045,2.928375,1.95225,0.976125
1604147400000,391.09,391.7,392.06023727,390.46,78.82975728,0.39109,2.933175,1.95545,0.977725
1604147700000,391.79,390.17,391.79,389.71306066,74.58001571999998,0.39179,2.938425,1.9589500000000002,0.9794750000000001
1604148000000,390.17,390.34,390.58,389.92,27.2223461,0.39017,2.926275,1.9508500000000002,0.9754250000000001
1604148300000,390.55,390.77,391.42,390.37,21.24655935,0.39055,2.929125,1.9527500000000002,0.9763750000000001
1604148600000,390.6,390.62,390.68,390.28,123.24348806,0.39060000000000006,2.9295,1.953,0.9765
1604148900000,390.58,390.98,390.98,390.51880786,13.75621946,0.39058,2.92935,1.9528999999999999,0.9764499999999999
1604149200000,391.23,393.01,393.12288937,391.21945759,81.06429632,0.39123,2.934225,1.95615,0.978075
1604149500000,393.01,391.12,393.01,391.11436013,57.61916533,0.39301,2.9475749999999996,1.96505,0.982525
1604149800000,391.0,391.11436013,391.46,390.75235777,149.35413287,0.391,2.9325,1.955,0.9775
1604150100000,391.08,391.0,391.08,390.38,66.4594054,0.39108,2.9330999999999996,1.9554,0.9777
1604150400000,390.89248771,391.16,391.45,390.66,23.59282405,0.39089248771,2.931693657825,1.95446243855,0.977231219275
1604150700000,391.11,392.45,392.65,391.01,34.36756828,0.39111,2.933325,1.9555500000000001,0.9777750000000001
1604151000000,392.59,391.3,392.73753202,391.2,28.33893245,0.39259,2.944425,1.96295,0.981475
1604151300000,391.51139498,391.74,392.11,391.51139498,12.36746237,0.39151139498,2.9363354623499998,1.9575569749,0.97877848745
1604151600000,392.11,392.65,392.94772694,392.11,24.17752554,0.39211,2.940825,1.96055,0.980275
1604151900000,392.23,392.03,392.23,391.45,16.58785711,0.39223,2.941725,1.9611500000000002,0.9805750000000001
1604152200000,391.82,392.07,392.31,391.6485376,58.08512206,0.39182,2.93865,1.9591,0.97955
1604152500000,391.95,391.91,392.17701223,391.89,26.15584802,0.39195,2.939625,1.9597499999999999,0.9798749999999999
1604152800000,391.89,391.30120006,391.90842983,391.25,10.13167047,0.39189,2.9391749999999996,1.95945,0.979725
1604153100000,391.33,391.40629752,391.43,390.73,331.59416831,0.39133,2.9349749999999997,1.95665,0.978325
1604153400000,391.30120006,391.33,391.74,391.21,14.026557489999998,0.39130120006,2.9347590004499997,1.9565060002999999,0.9782530001499999
1604153700000,391.5,390.94,391.85,390.94,20.02755345,0.3915,2.93625,1.9575,0.97875
1604154000000,390.91,389.86,390.91,389.82,24.87752188,0.39091000000000004,2.931825,1.9545500000000002,0.9772750000000001
1604154300000,389.94,389.36273571,389.94,389.35105830000003,18.12057096,0.38994,2.92455,1.9497,0.97485
1604154600000,389.36,388.801088,389.63,388.24169621,86.38619708,0.38936000000000004,2.9202,1.9468,0.9734
1604154900000,388.67376355,389.68,389.84,388.67376355,50.21839358,0.38867376355,2.915053226625,1.94336881775,0.971684408875
1604155200000,389.71,389.35,389.81,388.93,534.32175465,0.38971,2.9228249999999996,1.94855,0.974275
1604155500000,389.44,390.07506302,390.07506302,389.3,503.47656784,0.38944,2.9208,1.9472,0.9736
1604155800000,389.94,389.73,390.1,389.57293071,19.05012401,0.38994,2.92455,1.9497,0.97485
1604156100000,389.67802817,389.43,389.86,389.28,138.38543568,0.38967802817,2.922585211275,1.9483901408500002,0.9741950704250001
1604156400000,389.39,388.96,389.39,388.6,170.73179962,0.38939,2.920425,1.94695,0.973475
1604156700000,389.03,388.17,389.06,388.0,239.06829343,0.38903,2.917725,1.94515,0.972575
1604157000000,388.14827625,387.96,388.14827625,387.74,23.73031076,0.38814827625,2.911112071875,1.9407413812499998,0.9703706906249999
1604157300000,388.01,388.07,388.18330874,387.53,13.4102135,0.38801,2.910075,1.94005,0.970025
1604157600000,388.09,388.47,388.71,388.09,21.62411195,0.38809,2.910675,1.94045,0.970225
1604157900000,388.59,388.81,388.87,388.4571008,38.741159499999995,0.38859,2.9144249999999996,1.94295,0.971475
1604158200000,388.8,389.0,389.0,388.31,9.26178485,0.38880000000000003,2.916,1.9440000000000002,0.9720000000000001
1604158500000,389.01,389.33,389.35,388.71,19.8054405,0.38901,2.917575,1.94505,0.972525
1604158800000,389.26931583,389.0,389.26931583,388.3,22.4081265,0.38926931583,2.9195198687249997,1.9463465791499999,0.9731732895749999
1604159100000,389.06,389.6992768,389.72,389.06,26.02087562,0.38906,2.91795,1.9453,0.97265
1604159400000,389.7,389.99,389.99332055,389.54,35.39090786,0.3897,2.9227499999999997,1.9485,0.97425
1604159700000,389.76,389.86,390.4159168,389.66,518.85440927,0.38976,2.9232,1.9488,0.9744
1604160000000,390.08,390.38,391.05,390.08,243.77979405,0.39008,2.9255999999999998,1.9504,0.9752
1604160300000,390.15680549,389.75,390.2,389.65,173.81766447,0.39015680549000004,2.926176041175,1.9507840274500001,0.9753920137250001
1604160600000,389.95,389.68,389.97,389.66,1.61641766,0.38995,2.924625,1.94975,0.974875
1604160900000,389.67,389.0,389.68,389.0,95.48509825,0.38967,2.922525,1.94835,0.974175
1604161200000,389.0,388.98,389.0,388.85,7.61912993,0.389,2.9175,1.945,0.9725
1604161500000,388.91899096,388.64,389.02,388.62,138.91652228,0.38891899096,2.9168924321999996,1.9445949547999999,0.9722974773999999
1604161800000,388.5,388.2884062,388.5,388.07,108.49589116,0.3885,2.91375,1.9425000000000001,0.9712500000000001
1604162100000,388.18330874,388.17044480000004,388.39,388.14827625,8.6725868,0.38818330873999995,2.91137481555,1.9409165437,0.97045827185
1604162400000,388.17,388.09,388.17,387.69,202.83641,0.38817,2.911275,1.9408500000000002,0.9704250000000001
1604162700000,388.05,388.47,388.48,387.96143632,2.65894423,0.38805,2.910375,1.94025,0.970125
1604163000000,388.52,388.11324376,388.52195611,388.07,16.16964818,0.38852,2.9139,1.9425999999999999,0.9712999999999999
1604163300000,388.07,388.38,388.38,387.96143632,7.65678218,0.38807,2.910525,1.94035,0.970175
1604163600000,388.44,388.24169621,388.68,388.17163124,37.5896237,0.38844,2.9133,1.9422,0.9711
1604163900000,387.97,387.27,387.97,387.24,23.51338075,0.38797000000000004,2.9097750000000002,1.93985,0.969925
1604164200000,387.31917406,387.91472634,388.04317879,387.31917406,27.15087021,0.38731917406000005,2.90489380545,1.9365958703000001,0.9682979351500001
1604164500000,387.86,387.37,387.86,386.74,179.95697819,0.38786000000000004,2.90895,1.9393,0.96965
1604164800000,387.47,386.75,387.49,386.75,303.45853153,0.38747000000000004,2.906025,1.9373500000000001,0.9686750000000001
1604165100000,386.73,386.67,387.0,386.01,302.96710729,0.38673,2.900475,1.93365,0.966825
1604165400000,386.36,386.94,387.43,386.36,286.76690112,0.38636000000000004,2.8977,1.9318000000000002,0.9659000000000001
1604165700000,386.89,387.21,387.34,386.89,21.62844696,0.38689,2.901675,1.93445,0.967225
1604166000000,387.13233413,387.55272397,387.67,387.13233413,26.86461987,0.38713233413000003,2.903492505975,1.93566167065,0.967830835325
1604166300000,387.5,387.31,387.5,386.95,12.01743827,0.3875,2.90625,1.9375,0.96875
1604166600000,387.48,387.28,387.48,387.13,8.03396616,0.38748000000000005,2.9061,1.9374000000000002,0.9687000000000001
1604166900000,387.27,386.93381663,387.33,386.7,63.35944195,0.38727,2.9045249999999996,1.93635,0.968175
1604167200000,386.93381663,386.42,386.94,386.20981198,10.53129537,0.38693381663000004,2.9020036247250003,1.9346690831500002,0.9673345415750001
1604167500000,386.32,384.91,386.32,384.29,406.41159349,0.38632,2.8973999999999998,1.9316,0.9658
1604167800000,385.29,385.1004499,385.46,385.07,71.66295656,0.38529,2.889675,1.9264500000000002,0.9632250000000001
1604168100000,385.1,385.2274432,386.04,385.02,23.74864559,0.38510000000000005,2.88825,1.9255000000000002,0.9627500000000001
1604168400000,385.7338688,385.93,386.05,385.68432468,9.68742638,0.3857338688,2.893004016,1.928669344,0.964334672
1604168700000,385.87,385.87,386.04,385.01,23.23153477,0.38587,2.894025,1.9293500000000001,0.9646750000000001
1604169000000,385.70520319999997,385.98,386.18,385.70520319999997,26.97030948,0.38570520319999996,2.892789024,1.928526016,0.964263008
1604169300000,385.81,386.3,386.35,385.81,5.78365565,0.38581,2.893575,1.9290500000000002,0.9645250000000001
1604169600000,386.25,385.12,386.25,384.7,483.21527810000003,0.38625,2.896875,1.9312500000000001,0.9656250000000001
1604169900000,384.99,385.05,385.47,384.8452352,148.06999339,0.38499,2.887425,1.9249500000000002,0.9624750000000001
